@relation ObtainTorque

@attribute node numeric
@attribute torque numeric
@attribute distance numeric

@data
47,455,99.458344
47,460,99.582542
47,465,118.90081
47,470,102.657562
47,475,99.843132
47,480,452.843658
47,485,269.27594
47,490,101.693535
47,495,100.174156
47,500,101.50296
48,340,247.207733
48,345,14.493416
48,350,361.742615
48,355,247.820618
48,360,113.344658
48,365,12.829793
48,370,248.465744
48,375,14.188006
48,380,261.225342
48,385,264.604858
48,390,358.539368
48,395,98.840355
48,400,99.870285
48,405,97.387695
48,410,11.381578
48,415,114.267807
48,420,98.606224
48,425,117.486557
48,430,116.993492
48,435,117.584305
48,440,101.163124
48,445,97.944595
48,450,101.502426
48,455,101.293716
48,460,99.517601
48,465,99.962654
48,470,100.007782
48,475,100.764496
48,480,266.446686
48,485,12.383619
48,490,14.079638
48,495,100.81369
48,500,12.371228
49,340,15.321152
49,345,112.06089
49,350,14.895429
49,355,247.766785
49,360,255.174088
49,365,357.29007
49,370,358.564209
49,375,327.436279
49,380,14.743302
49,385,262.48584
49,390,362.5914
49,395,263.400208
49,400,96.980972
49,405,299.240662
49,410,8.632544
49,415,116.912666
49,420,101.251015
49,425,107.717529
49,430,97.37722
49,435,97.452003
49,440,16.725164
49,445,101.926331
49,450,99.603592
49,455,99.856834
49,460,10.717954
49,465,8.323524
49,470,101.616714
49,475,100.26725
49,480,115.290314
49,485,451.779449
49,490,103.556198
49,495,268.386383
49,500,101.255791
50,340,13.460895
50,345,11.314101
50,350,354.716522
50,355,263.320831
50,360,359.408386
50,365,361.648285
50,370,356.518463
50,375,113.44075
50,380,10.11133
50,385,325.830078
50,390,14.637444
50,395,96.984505
50,400,97.092125
50,405,12.85004
50,410,14.712781
50,415,327.948486
50,420,14.464729
50,425,101.109055
50,430,100.230705
50,435,97.631836
50,440,100.713242
50,445,99.553192
50,450,96.929665
50,455,99.72142
50,460,99.83844
50,465,13.10965
50,470,14.117669
50,475,100.237999
50,480,269.426849
50,485,101.249245
50,490,101.221062
50,495,101.022713
50,500,100.210152
51,340,354.152222
51,345,356.431824
51,350,363.238647
51,355,14.511696
51,360,361.021484
51,365,365.046783
51,370,98.580193
51,375,325.657501
51,380,14.71117
51,385,327.013306
51,390,15.121966
51,395,250.973465
51,400,14.428328
51,405,100.148758
51,410,98.550911
51,415,97.737396
51,420,97.515434
51,425,97.399757
51,430,97.050461
51,435,96.866005
51,440,98.611137
51,445,102.724709
51,450,99.98716
51,455,100.239464
51,460,100.886139
51,465,100.079475
51,470,100.435242
51,475,101.099907
51,480,99.400162
51,485,470.253906
51,490,268.401672
51,495,101.297523
51,500,101.197998
52,340,363.913696
52,345,123.874023
52,350,363.083405
52,355,361.8862
52,360,326.369659
52,365,122.969833
52,370,362.429352
52,375,326.149811
52,380,14.507853
52,385,96.896461
52,390,263.870392
52,395,353.683777
52,400,326.959625
52,405,14.6118
52,410,327.989319
52,415,14.917351
52,420,96.911736
52,425,97.242058
52,430,14.126549
52,435,99.369461
52,440,99.447174
52,445,101.007652
52,450,98.927681
52,455,100.137466
52,460,99.941162
52,465,100.347282
52,470,100.309509
52,475,100.312164
52,480,100.264259
52,485,101.395874
52,490,101.008339
52,495,267.30838
52,500,12.283155
53,340,15.028793
53,345,361.680817
53,350,265.061493
53,355,326.907501
53,360,360.949921
53,365,113.327721
53,370,355.009796
53,375,101.320679
53,380,97.240074
53,385,14.185209
53,390,346.704407
53,395,353.858124
53,400,118.840569
53,405,97.280327
53,410,13.760406
53,415,97.18644
53,420,100.244247
53,425,103.562828
53,430,99.249352
53,435,98.724312
53,440,98.43013
53,445,99.428513
53,450,99.935707
53,455,101.188614
53,460,40.987991
53,465,101.09713
53,470,101.232193
53,475,101.468384
53,480,101.086075
53,485,101.533043
53,490,101.321457
53,495,99.234001
53,500,101.222862
54,340,12.353054
54,345,15.364916
54,350,363.906311
54,355,361.491577
54,360,116.645836
54,365,355.644562
54,370,124.217316
54,375,328.636963
54,380,15.150288
54,385,97.004501
54,390,14.193195
54,395,355.556854
54,400,97.923866
54,405,39.432327
54,410,124.095665
54,415,101.563133
54,420,97.25766
54,425,100.622276
54,430,99.82515
54,435,99.389427
54,440,101.252975
54,445,99.303696
54,450,101.435783
54,455,99.459419
54,460,98.957466
54,465,102.440125
54,470,268.183472
54,475,101.282631
54,480,26.788202
54,485,100.429634
54,490,100.801918
54,495,102.422142
54,500,10.938478
