@relation ObtainTorque

@attribute node numeric
@attribute torque numeric
@attribute distance numeric

@data
11,395,307.484955
11,400,309.071686
11,405,309.044373
11,410,308.873505
11,415,308.709778
11,420,308.224213
11,425,309.211884
11,430,308.56665
11,435,307.490936
11,440,308.380707
11,445,309.076569
11,450,309.814636
11,455,270.761993
11,460,14.592429
11,465,308.772614
11,470,11.054285
11,475,14.505976
11,480,308.401642
11,485,279.931793
11,490,13.752216
11,495,308.993927
11,500,10.874783
12,340,15.270673
12,345,348.187775
12,350,339.068207
12,355,345.055176
12,360,340.365967
12,365,334.95929
12,370,13.646846
12,375,15.150943
12,380,347.532288
12,385,330.768097
12,390,341.24884
12,395,335.839478
12,400,16.395674
12,405,339.631531
12,410,330.990173
12,415,340.575684
12,420,337.434418
12,425,335.641418
12,430,17.788551
12,435,341.293213
12,440,346.700226
12,445,349.233856
12,450,349.29126
12,455,341.133087
12,460,345.894104
12,465,341.316071
12,470,273.196014
12,475,335.256378
12,480,348.750946
12,485,351.092041
12,490,341.559448
12,495,332.312653
12,500,345.997162
13,340,375.301239
13,345,13.483781
13,350,14.918387
13,355,381.357239
13,360,386.998688
13,365,393.786987
13,370,384.024994
13,375,379.634644
13,380,373.663025
13,385,373.153595
13,390,379.748749
13,395,394.081573
13,400,376.536133
13,405,11.039732
13,410,14.81733
13,415,376.345459
13,420,10.937299
13,425,14.197608
13,430,383.20108
13,435,383.378571
13,440,375.022308
13,445,372.411133
13,450,388.878021
13,455,393.316498
13,460,376.885559
13,465,12.561775
13,470,14.532356
13,475,382.537811
13,480,379.219208
13,485,388.457367
13,490,269.009003
13,495,374.764313
13,500,285.426819
14,340,457.065521
14,345,457.919586
14,350,459.338226
14,355,440.020233
14,360,13.830588
14,365,14.784995
14,370,460.797821
14,375,459.968597
14,380,455.979004
14,385,443.115234
14,390,17.567844
14,395,459.954346
14,400,457.949799
14,405,449.042206
14,410,454.957581
14,415,441.555664
14,420,10.980605
14,425,13.868984
14,430,448.080933
14,435,456.045807
14,440,455.776855
14,445,448.953766
14,450,443.675934
14,455,450.52417
14,460,439.361572
14,465,10.896245
14,470,14.572879
14,475,441.415283
14,480,10.540701
14,485,14.525496
14,490,459.213074
14,495,460.856934
14,500,458.513275
15,340,473.623047
15,345,17.879795
15,350,468.359467
15,355,10.844525
15,360,14.913374
15,365,469.097992
15,370,472.179138
15,375,469.390076
15,380,467.870605
15,385,16.859091
15,390,473.368408
15,395,16.350636
15,400,473.308136
15,405,473.303528
15,410,474.114655
15,415,473.03656
15,420,468.339844
15,425,466.196167
15,430,468.970245
15,435,2.661358
15,440,472.611603
15,445,473.862671
15,450,467.278503
15,455,12.709611
15,460,14.66673
15,465,474.070984
15,470,267.681976
15,475,12.404321
15,480,14.051385
15,485,474.028625
15,490,472.349579
15,495,466.44635
15,500,268.380768
16,340,13.594564
16,345,15.154325
16,350,439.583344
16,355,435.655792
16,360,436.353821
16,365,432.789154
16,370,449.265686
16,375,10.600393
16,380,15.148688
16,385,430.979645
16,390,431.949127
16,395,429.147705
16,400,428.886383
16,405,446.488922
16,410,425.820465
16,415,425.558136
16,420,434.117218
16,425,441.310089
16,430,449.705444
16,435,438.758545
16,440,448.527222
16,445,446.327057
16,450,441.664459
16,455,442.305878
16,460,438.932404
16,465,427.108398
16,470,418.596161
16,475,429.329498
16,480,421.315582
16,485,421.863586
16,490,444.798859
16,495,425.570923
16,500,418.060364
17,340,412.899628
17,345,411.127289
17,350,427.796539
17,355,417.644531
17,360,422.193573
17,365,417.418396
17,370,429.563049
17,375,418.718811
17,380,436.443848
17,385,404.573853
17,390,404.233154
17,395,403.855652
17,400,406.848267
17,405,418.879913
17,410,431.302765
17,415,415.414642
17,420,425.687134
17,425,421.98053
17,430,407.305786
17,435,418.679138
17,440,415.509125
17,445,424.561157
17,450,430.98584
17,455,420.784058
17,460,271.232086
17,465,416.566772
17,470,438.18689
17,475,412.703094
17,480,429.720459
17,485,434.233246
17,490,404.549957
17,495,431.206085
17,500,279.528107
18,340,15.188036
18,345,379.158752
18,350,359.026917
18,355,368.884552
18,360,2.814158
18,365,383.080109
18,370,389.804901
18,375,360.912292
18,380,13.567332
18,385,14.776294
18,390,386.031281
18,395,372.365875
18,400,375.80954
18,405,371.329437
18,410,370.116638
18,415,354.659302
18,420,370.35141
18,425,371.34549
18,430,381.226257
18,435,389.186096
18,440,363.45108
18,445,10.894581
18,450,14.093488
18,455,361.791565
18,460,12.551868
18,465,14.152715
18,470,387.795502
18,475,452.595825
18,480,375.865753
18,485,354.272156
18,490,374.742676
18,495,372.226929
18,500,384.131256
19,340,312.22644
19,345,310.331879
19,350,287.683228
19,355,299.154449
19,360,13.607233
19,365,12.168803
19,370,303.649963
19,375,11.333311
19,380,15.089577
19,385,314.751617
19,390,304.791046
19,395,11.240697
19,400,14.538329
19,405,299.472717
19,410,10.997988
19,415,14.353105
19,420,324.234802
19,425,311.921997
19,430,307.994324
19,435,308.154907
19,440,299.546021
19,445,10.665687
19,450,14.418597
19,455,296.396271
19,460,289.778992
19,465,304.798279
19,470,10.756591
19,475,14.085842
19,480,317.071381
19,485,292.582611
19,490,298.614838
19,495,12.501434
19,500,14.401574
20,340,242.922974
20,345,256.207764
20,350,256.088287
20,355,224.958298
20,360,228.187805
20,365,252.919922
20,370,238.560989
20,375,10.646873
20,380,15.211633
20,385,250.313904
20,390,252.986008
20,395,249.774704
20,400,246.151947
20,405,227.022064
20,410,257.025757
20,415,254.229095
20,420,251.586273
20,425,231.924026
20,430,13.759017
20,435,14.324741
20,440,226.689316
20,445,254.954544
20,450,233.474426
20,455,11.368793
20,460,14.102535
20,465,256.47287
20,470,238.699814
20,475,454.755859
20,480,228.942642
20,485,232.953705
20,490,11.403634
20,495,13.710084
20,500,280.496643
21,340,14.783969
21,345,168.333344
21,350,202.567947
21,355,201.882263
21,360,193.078766
21,365,180.248337
21,370,178.572433
21,375,17.782984
21,380,196.750183
21,385,170.395966
21,390,172.816818
21,395,11.277211
21,400,14.745814
21,405,195.370987
21,410,175.910461
21,415,10.896523
21,420,14.469135
21,425,172.820343
21,430,10.906498
21,435,13.999846
21,440,185.081894
21,445,172.539871
21,450,170.213303
21,455,189.418945
21,460,204.060379
21,465,190.944534
21,470,169.133026
21,475,199.015091
21,480,196.777649
21,485,281.413818
21,490,172.496078
21,495,12.785332
21,500,14.485095
22,340,106.194107
22,345,115.068481
22,350,105.87339
22,355,102.508713
22,360,103.104752
22,365,13.535045
22,370,14.813201
22,375,106.070129
22,380,124.189896
22,385,105.923164
22,390,105.803406
22,395,125.986771
22,400,123.987343
22,405,108.907951
22,410,106.045105
22,415,121.25795
22,420,111.68335
22,425,105.068329
22,430,11.088138
22,435,14.733823
22,440,118.795914
22,445,110.165138
22,450,108.61599
22,455,121.106133
22,460,108.814011
22,465,106.125092
22,470,105.516335
22,475,106.335892
22,480,106.265976
22,485,117.790451
22,490,116.788597
22,495,107.467323
22,500,106.152328
23,340,107.64534
23,345,102.837273
23,350,102.953957
23,355,102.155205
23,360,13.757087
23,365,14.752831
23,370,102.35981
23,375,11.349394
23,380,14.807971
23,385,113.177757
23,390,13.213613
23,395,97.349052
23,400,99.087769
23,405,102.388237
23,410,11.111734
23,415,14.504142
23,420,117.940186
23,425,97.892288
23,430,96.871246
23,435,117.599602
23,440,101.113831
23,445,99.512581
23,450,103.176743
23,455,99.322731
23,460,99.514397
23,465,100.752029
23,470,101.108025
23,475,102.701263
23,480,100.579277
23,485,12.705915
23,490,13.800243
23,495,100.993607
23,500,102.754463
24,340,110.235291
24,345,138.468597
24,350,129.098129
24,355,13.549453
24,360,14.790141
24,365,133.66011
24,370,135.863419
24,375,145.327637
24,380,135.599289
24,385,98.41568
24,390,98.037636
24,395,135.657303
24,400,100.737526
24,405,131.699661
24,410,97.557716
24,415,100.133148
24,420,99.032112
24,425,97.261787
24,430,96.822342
24,435,96.828476
24,440,96.87809
24,445,102.918823
24,450,117.57415
24,455,100.270706
24,460,117.390411
24,465,101.16127
24,470,100.340355
24,475,101.227768
24,480,100.818367
24,485,102.564835
24,490,467.514343
24,495,12.974975
24,500,14.40075
25,340,116.087563
25,345,178.800674
25,350,175.489563
25,355,97.091721
25,360,14.374887
25,365,188.281189
25,370,191.60257
25,375,103.083519
25,380,192.812027
25,385,193.836655
25,390,97.013229
25,395,97.263397
25,400,14.092113
25,405,96.905617
25,410,97.522064
25,415,102.883209
25,420,97.070374
25,425,102.466042
25,430,101.129509
25,435,10.723669
25,440,14.365638
25,445,99.719551
25,450,13.592885
25,455,14.426576
25,460,99.928246
25,465,99.747925
25,470,103.48172
25,475,100.136917
25,480,268.110931
25,485,100.709419
25,490,101.323715
25,495,102.207062
25,500,101.039841
26,340,100.834618
26,345,123.048119
26,350,231.152969
26,355,13.755554
26,360,14.792397
26,365,114.263779
26,370,221.084396
26,375,213.885468
26,380,242.248474
26,385,241.300995
26,390,97.278297
26,395,241.770569
26,400,123.816124
26,405,111.01696
26,410,11.119894
26,415,9.045551
26,420,97.866455
26,425,97.310059
26,430,97.440063
26,435,100.794685
26,440,11.069841
26,445,13.916418
26,450,100.785172
26,455,101.82531
26,460,100.416351
26,465,99.423897
26,470,13.536988
26,475,14.299589
26,480,100.127403
26,485,100.694466
26,490,102.21508
26,495,102.314072
26,500,280.205109
27,340,14.788882
27,345,292.629395
27,350,286.492218
27,355,287.507233
27,360,113.396118
27,365,97.056541
27,370,10.248014
27,375,297.111755
27,380,289.182983
27,385,12.729574
27,390,8.114595
27,395,97.402679
27,400,10.093429
27,405,105.071693
27,410,97.699738
27,415,97.343796
27,420,99.083168
27,425,99.757912
27,430,97.24321
27,435,13.698329
27,440,97.797935
27,445,99.902756
27,450,98.326195
27,455,99.806511
27,460,100.575401
27,465,99.861725
27,470,100.772163
27,475,13.025165
27,480,14.39362
27,485,102.766968
27,490,101.511681
27,495,101.792831
27,500,100.900146
28,340,313.206665
28,345,326.063293
28,350,322.361603
28,355,326.566742
28,360,263.678864
28,365,320.875244
28,370,318.183868
28,375,314.076721
28,380,102.740662
28,385,322.947113
28,390,97.128273
28,395,322.550018
28,400,266.032593
28,405,117.529678
28,410,113.097717
28,415,12.157491
28,420,97.592934
28,425,97.585876
28,430,96.977112
28,435,98.22583
28,440,98.274559
28,445,101.94239
28,450,117.701889
28,455,100.042709
28,460,100.612991
28,465,100.176254
28,470,99.583405
28,475,13.125411
28,480,14.518024
28,485,100.924644
28,490,220.491837
28,495,14.083399
28,500,101.194855
29,340,334.716125
29,345,264.893066
29,350,259.193359
29,355,344.210571
29,360,334.774078
29,365,123.947731
29,370,124.233032
29,375,264.448944
29,380,122.886528
29,385,320.261261
29,390,348.075165
29,395,353.768188
29,400,97.01384
29,405,97.431343
29,410,14.03872
29,415,98.527122
29,420,97.491875
29,425,99.761971
29,430,97.273361
29,435,13.789345
29,440,98.045929
29,445,100.955673
29,450,117.091728
29,455,99.747238
29,460,99.848923
29,465,13.225426
29,470,14.073198
29,475,100.689758
29,480,101.704185
29,485,102.374893
29,490,100.49514
29,495,100.436844
29,500,267.999664
30,340,352.765839
30,345,17.876892
30,350,250.601288
30,355,355.140656
30,360,254.15007
30,365,14.356565
30,370,354.092621
30,375,2.982312
30,380,97.232452
30,385,264.733856
30,390,262.327057
30,395,263.937988
30,400,113.527214
30,405,10.792517
30,410,97.018433
30,415,100.303909
30,420,111.44442
30,425,13.538547
30,430,96.974831
30,435,99.709747
30,440,97.013657
30,445,99.556877
30,450,98.868988
30,455,272.033264
30,460,14.626042
30,465,99.676392
30,470,100.083359
30,475,13.247668
30,480,14.433267
30,485,102.217209
30,490,100.762329
30,495,103.637589
30,500,100.750557
31,340,325.989685
31,345,373.074493
31,350,373.173157
31,355,261.487885
31,360,247.239365
31,365,265.337738
31,370,98.089752
31,375,373.829956
31,380,263.587677
31,385,323.615448
31,390,14.744552
31,395,328.702423
31,400,14.777089
31,405,97.971687
31,410,98.571129
31,415,99.006035
31,420,100.685577
31,425,102.760765
31,430,98.505585
31,435,96.789566
31,440,100.007256
31,445,98.720009
31,450,102.081238
31,455,99.901352
31,460,99.550163
31,465,100.240829
31,470,102.309265
31,475,100.341576
31,480,100.556496
31,485,100.584808
31,490,100.53849
31,495,100.980011
31,500,100.590363
32,340,247.011383
32,345,263.624481
32,350,363.329041
32,355,249.559998
32,360,14.727055
32,365,353.49884
32,370,113.522903
32,375,12.473161
32,380,325.766357
32,385,13.451317
32,390,355.251373
32,395,355.50647
32,400,114.305779
32,405,97.201347
32,410,14.089528
32,415,116.999359
32,420,101.669334
32,425,97.396011
32,430,14.07938
32,435,100.87925
32,440,98.105019
32,445,97.09745
32,450,100.269096
32,455,102.360779
32,460,101.731544
32,465,101.757858
32,470,100.9842
32,475,102.888885
32,480,100.890396
32,485,101.923752
32,490,101.308189
32,495,102.91713
32,500,100.949402
33,340,362.351044
33,345,363.840302
33,350,363.601166
33,355,249.259003
33,360,102.277214
33,365,262.165253
33,370,97.081726
33,375,262.685608
33,380,264.7229
33,385,319.500122
33,390,14.604431
33,395,96.998711
33,400,265.359283
33,405,96.947029
33,410,354.977631
33,415,102.133522
33,420,97.231697
33,425,13.836145
33,430,113.911644
33,435,99.285225
33,440,99.329704
33,445,100.520798
33,450,100.671753
33,455,99.784668
33,460,100.170181
33,465,100.658478
33,470,100.722694
33,475,100.369293
33,480,13.621228
33,485,14.057175
33,490,100.290993
33,495,267.294922
33,500,12.749683
34,340,14.99349
34,345,247.710434
34,350,363.011108
34,355,250.661896
34,360,351.561646
34,365,359.622284
34,370,97.996948
34,375,357.94751
34,380,264.513092
34,385,358.809906
34,390,355.988831
34,395,113.087532
34,400,12.727997
34,405,327.990753
34,410,14.467215
34,415,99.510452
34,420,97.657845
34,425,101.143814
34,430,123.545296
34,435,96.942863
34,440,99.997032
34,445,99.463997
34,450,102.737915
34,455,99.646614
34,460,266.372314
34,465,13.367078
34,470,14.289709
34,475,100.522217
34,480,462.932678
34,485,275.622986
34,490,268.418884
34,495,11.449917
34,500,13.220773
35,340,53.68306
35,345,13.153221
35,350,14.948591
35,355,123.726578
35,360,124.293625
35,365,323.638458
35,370,15.089535
35,375,352.477417
35,380,327.058228
35,385,15.000028
35,390,248.438934
35,395,5.94961
35,400,40.413174
35,405,97.837601
35,410,97.097092
35,415,358.0737
35,420,99.70446
35,425,97.591759
35,430,98.399185
35,435,100.650688
35,440,99.785484
35,445,106.274857
35,450,100.397041
35,455,11.032074
35,460,15.5287
35,465,100.306076
35,470,106.462685
35,475,465.027802
35,480,12.935288
35,485,15.842297
35,490,100.772758
35,495,100.714905
35,500,13.2916
36,340,15.63238
36,345,363.422913
36,350,357.959137
36,355,362.718414
36,360,326.162689
36,365,342.613525
36,370,15.888453
36,375,361.19223
36,380,100.436386
36,385,325.785828
36,390,16.03631
36,395,326.503754
36,400,15.909638
36,405,99.271858
36,410,97.576401
36,415,97.309425
36,420,15.282531
36,425,100.771942
36,430,114.882568
36,435,100.408875
36,440,98.912712
36,445,99.494461
36,450,99.410172
36,455,100.34034
36,460,99.870956
36,465,100.70314
36,470,11.39714
36,475,15.360313
36,480,118.247589
36,485,100.499031
36,490,101.13504
36,495,265.496674
36,500,13.091036
37,340,16.156971
37,345,246.834152
37,350,357.020874
37,355,14.032678
37,360,363.141235
37,365,257.435974
37,370,323.604645
37,375,14.7756
37,380,328.076416
37,385,14.676024
37,390,327.28067
37,395,15.069028
37,400,326.41806
37,405,15.039598
37,410,101.737885
37,415,100.051071
37,420,100.87149
37,425,102.620483
37,430,96.913483
37,435,100.234627
37,440,101.622795
37,445,97.915993
37,450,99.505959
37,455,13.096594
37,460,13.843478
37,465,109.361626
37,470,101.334183
37,475,101.919815
37,480,458.538239
37,485,44.452854
37,490,101.173828
37,495,100.903992
37,500,266.563812
38,340,13.356443
38,345,15.316862
38,350,264.490967
38,355,264.557312
38,360,342.011719
38,365,15.207578
38,370,353.728973
38,375,264.861267
38,380,364.315491
38,385,14.048711
38,390,97.064156
38,395,14.536782
38,400,97.450706
38,405,118.097733
38,410,97.364113
38,415,13.303158
38,420,96.863815
38,425,43.061932
38,430,101.026367
38,435,99.338478
38,440,101.248215
38,445,99.312439
38,450,11.023499
38,455,14.696315
38,460,99.229134
38,465,117.594894
38,470,100.458534
38,475,470.19165
38,480,100.853165
38,485,100.72113
38,490,13.044113
38,495,13.710335
38,500,100.716713
39,340,110.170883
39,345,361.180328
39,350,358.620911
39,355,326.811646
39,360,359.96933
39,365,262.81778
39,370,351.68808
39,375,262.097351
39,380,262.56192
39,385,98.262314
39,390,117.706871
39,395,97.728844
39,400,262.059692
39,405,327.354736
39,410,14.883969
39,415,101.438194
39,420,100.195778
39,425,99.900955
39,430,11.045306
39,435,14.698314
39,440,99.672073
39,445,99.133362
39,450,106.937035
39,455,101.953873
39,460,101.679237
39,465,100.41629
39,470,100.41539
39,475,100.293846
39,480,103.652306
39,485,100.866539
39,490,100.60997
39,495,267.967651
39,500,102.536819
40,340,261.599213
40,345,246.007568
40,350,363.028839
40,355,361.564209
40,360,359.627594
40,365,361.284515
40,370,362.676483
40,375,123.27813
40,380,99.62632
40,385,358.00177
40,390,261.542023
40,395,262.525879
40,400,99.766617
40,405,114.115135
40,410,99.376968
40,415,319.344849
40,420,14.119181
40,425,98.12355
40,430,99.440186
40,435,100.560684
40,440,99.099106
40,445,101.108269
40,450,101.388168
40,455,13.205168
40,460,14.059336
40,465,101.397377
40,470,99.997017
40,475,101.988831
40,480,100.766914
40,485,219.504486
40,490,13.704306
40,495,101.108643
40,500,267.465363
41,340,13.336651
41,345,15.333297
41,350,250.052094
41,355,326.869843
41,360,262.437683
41,365,361.785858
41,370,261.086395
41,375,97.032722
41,380,14.120379
41,385,357.984314
41,390,101.250801
41,395,97.015404
41,400,264.901489
41,405,357.68045
41,410,354.905182
41,415,99.568336
41,420,99.387154
41,425,100.116356
41,430,98.541412
41,435,100.783379
41,440,100.788857
41,445,98.213425
41,450,99.054153
41,455,99.693825
41,460,100.289139
41,465,100.241608
41,470,100.911003
41,475,100.240921
41,480,99.646675
41,485,100.939468
41,490,102.003517
41,495,100.881233
41,500,101.251442
42,340,11.509465
42,345,14.844026
42,350,355.411469
42,355,362.021576
42,360,354.284973
42,365,124.519707
42,370,362.294983
42,375,325.787476
42,380,15.059963
42,385,97.314697
42,390,364.311127
42,395,360.787292
42,400,97.268135
42,405,14.167887
42,410,102.42823
42,415,97.113426
42,420,96.127899
42,425,101.176888
42,430,16.08201
42,435,97.084587
42,440,99.488129
42,445,100.936584
42,450,100.258415
42,455,99.270554
42,460,99.599312
42,465,101.860077
42,470,100.317795
42,475,99.877533
42,480,100.205414
42,485,100.901939
42,490,106.814507
42,495,101.137695
42,500,42.501999
43,340,363.662781
43,345,363.091675
43,350,355.705505
43,355,360.384277
43,360,353.9646
43,365,358.475433
43,370,261.139984
43,375,96.980911
43,380,14.11375
43,385,113.371628
43,390,98.481361
43,395,328.6987
43,400,13.922091
43,405,98.25956
43,410,99.098793
43,415,97.648964
43,420,99.453239
43,425,100.186996
43,430,98.650719
43,435,101.027275
43,440,101.5774
43,445,99.010056
43,450,100.389732
43,455,270.113007
43,460,99.301018
43,465,99.602737
43,470,465.970856
43,475,100.192429
43,480,470.666199
43,485,100.773155
43,490,100.792244
43,495,102.700447
43,500,101.952553
44,340,363.482513
44,345,14.874613
44,350,361.320984
44,355,354.273743
44,360,360.502289
44,365,354.852325
44,370,248.79541
44,375,14.513088
44,380,309.157562
44,385,100.068146
44,390,353.089478
44,395,248.736298
44,400,14.42745
44,405,98.341255
44,410,97.122192
44,415,14.276395
44,420,97.208534
44,425,14.205908
44,430,99.264519
44,435,97.539268
44,440,99.722473
44,445,118.247871
44,450,99.437424
44,455,116.904526
44,460,99.51416
44,465,100.683235
44,470,100.841972
44,475,100.860527
44,480,100.335732
44,485,99.690781
44,490,100.838875
44,495,101.079918
44,500,269.069336
45,340,362.961975
45,345,365.313538
45,350,363.209869
45,355,247.280426
45,360,13.732131
45,365,14.877418
45,370,97.229492
45,375,359.893982
45,380,323.43692
45,385,14.4721
45,390,350.859344
45,395,362.53833
45,400,114.013206
45,405,98.804153
45,410,97.916473
45,415,97.728394
45,420,99.829376
45,425,97.614967
45,430,97.039551
45,435,102.241112
45,440,97.473267
45,445,99.530472
45,450,99.813667
45,455,99.672859
45,460,99.518295
45,465,99.910797
45,470,117.640602
45,475,100.295029
45,480,100.428352
45,485,268.940979
45,490,268.402924
45,495,101.377373
45,500,100.699936
46,340,362.099884
46,345,360.985657
46,350,362.048981
46,355,260.804382
46,360,247.702332
46,365,117.410156
46,370,325.753998
46,375,14.645296
46,380,117.632866
46,385,99.697044
46,390,354.846191
46,395,97.046196
46,400,116.930191
46,405,99.961113
46,410,99.506653
46,415,11.3771
46,420,14.892276
46,425,97.639801
46,430,96.85601
46,435,100.199463
46,440,99.635284
46,445,101.25071
46,450,96.901443
46,455,99.883095
46,460,100.598351
46,465,11.525491
46,470,14.032553
46,475,100.258736
46,480,100.559563
46,485,101.746597
46,490,100.446884
46,495,458.398865
46,500,268.142181
47,340,249.913376
47,345,353.642761
47,350,356.881378
47,355,356.226837
47,360,14.101866
47,365,118.541039
47,370,97.142883
47,375,115.045052
47,380,357.482117
47,385,97.499229
47,390,348.092651
47,395,345.062012
47,400,111.652634
47,405,13.442016
47,410,99.452797
47,415,107.349319
47,420,99.969734
47,425,96.959473
47,430,105.916748
47,435,100.338287
47,440,101.934204
47,445,99.447891
47,450,100.20929
